,r1,r3,r2,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,outputK,r14,r15,r16,InputA,InputI,OutputX,OutputN,id,growth,status,strain
1616,0.9999999999999994,1.0,0.33333333333333337,0.6666666666666656,2.999999999999999,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000002,-0.33333333333333404,0.6666666666666662,0.9999999999999988,0.9999999999999988,0.0,-0.3333333333333326,-0.3333333333333339,1.9999999999999982,1.0,1.0,10.999999999999998,1.0,"r13,outputK,r14",10.999999999999998,infeasible,1
1617,0.9999999999999994,1.0,0.33333333333333337,0.6666666666666656,2.999999999999999,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000002,-0.33333333333333404,0.6666666666666662,0.9999999999999988,0.9999999999999988,0.0,-0.3333333333333326,-0.3333333333333339,1.9999999999999982,1.0,1.0,10.999999999999998,1.0,"r13,outputK,r15",10.999999999999998,infeasible,1
1618,0.9999999999999994,1.0,0.33333333333333337,0.6666666666666656,2.999999999999999,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000002,-0.33333333333333404,0.6666666666666662,0.9999999999999988,0.9999999999999988,0.0,-0.3333333333333326,-0.3333333333333339,1.9999999999999982,1.0,1.0,10.999999999999998,1.0,"r13,outputK,r16",10.999999999999998,infeasible,1
1619,0.0,0.33333333333333337,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"r13,outputK,InputA",5.0,infeasible,1
1620,1.0,0.33333333333333337,0.0,0.0,1.6666666666666663,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"r13,outputK,InputI",4.999999999999999,infeasible,1
1621,0.9999999999999994,1.0,0.33333333333333337,0.6666666666666656,2.999999999999999,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000002,-0.33333333333333404,0.6666666666666662,0.9999999999999988,0.9999999999999988,0.0,-0.3333333333333326,-0.3333333333333339,1.9999999999999982,1.0,1.0,10.999999999999998,1.0,"r13,outputK,OutputX",10.999999999999998,infeasible,1
1622,1.0,1.0,1.0,2.0,1.9999999999999991,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"r13,outputK,OutputN",11.999999999999998,infeasible,1
1623,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r14,r14",9.0,infeasible,1
1624,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r14,r15",9.0,infeasible,1
1625,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r14,r16",9.0,infeasible,1
1626,0.0,0.1,-0.09999999999999994,-0.19999999999999987,1.2000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r13,r14,InputA",3.0000000000000018,infeasible,1
1627,1.0,0.1,-0.09999999999999987,-0.19999999999999973,1.1999999999999995,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r13,r14,InputI",2.9999999999999996,infeasible,1
1628,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r14,OutputX",9.0,infeasible,1
1629,0.9999999999999988,1.0,0.6666666666666667,1.3333333333333313,1.9999999999999978,3.3333333333333313,3.3333333333333317,2.9999999999999973,0.9999999999999999,-0.666666666666668,0.3333333333333319,-1.9984014443252818e-15,-1.9984014443252818e-15,1.0,0.3333333333333339,0.3333333333333339,0.9999999999999968,1.0,1.0,9.999999999999995,0.0,"r13,r14,OutputN",9.999999999999995,infeasible,1
1630,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r15,r15",9.0,infeasible,1
1631,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r15,r16",9.0,infeasible,1
1632,0.0,0.1,-0.09999999999999994,-0.19999999999999987,1.2000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r13,r15,InputA",3.0000000000000018,infeasible,1
1633,1.0,0.1,-0.09999999999999987,-0.19999999999999973,1.1999999999999995,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r13,r15,InputI",2.9999999999999996,infeasible,1
1634,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r15,OutputX",9.0,infeasible,1
1635,0.9999999999999988,1.0,0.6666666666666667,1.3333333333333313,1.9999999999999978,3.3333333333333313,3.3333333333333317,2.9999999999999973,0.9999999999999999,-0.666666666666668,0.3333333333333319,-1.9984014443252818e-15,-1.9984014443252818e-15,1.0,0.3333333333333339,0.3333333333333339,0.9999999999999968,1.0,1.0,9.999999999999995,0.0,"r13,r15,OutputN",9.999999999999995,infeasible,1
1636,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r16,r16",9.0,infeasible,1
1637,0.0,0.1,-0.09999999999999994,-0.19999999999999987,1.2000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r13,r16,InputA",3.0000000000000018,infeasible,1
1638,1.0,0.1,-0.09999999999999987,-0.19999999999999973,1.1999999999999995,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r13,r16,InputI",2.9999999999999996,infeasible,1
1639,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,r16,OutputX",9.0,infeasible,1
1640,0.9999999999999988,1.0,0.6666666666666667,1.3333333333333313,1.9999999999999978,3.3333333333333313,3.3333333333333317,2.9999999999999973,0.9999999999999999,-0.666666666666668,0.3333333333333319,-1.9984014443252818e-15,-1.9984014443252818e-15,1.0,0.3333333333333339,0.3333333333333339,0.9999999999999968,1.0,1.0,9.999999999999995,0.0,"r13,r16,OutputN",9.999999999999995,infeasible,1
1641,0.0,0.1,-0.09999999999999994,-0.19999999999999987,1.2000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r13,InputA,InputA",3.0000000000000018,infeasible,1
1642,0.0,0.1,-1.0999999999999999,-2.1999999999999997,1.2,-0.9999999999999998,-0.9999999999999999,-0.9999999999999998,1.4802973661668753e-16,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999998,1.0,2.220446049250313e-16,0.0,0.9999999999999998,0.0,0.0,-2.9999999999999996,1.0,"r13,InputA,InputI",-2.9999999999999996,infeasible,1
1643,0.0,0.1,-0.09999999999999994,-0.19999999999999987,1.2000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r13,InputA,OutputX",3.0000000000000018,infeasible,1
1644,-7.401486830834377e-17,0.6666666666666666,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333335,1.0,1.0,-0.6666666666666667,0.33333333333333326,5.551115123125785e-17,5.551115123125785e-17,1.0,0.3333333333333332,0.3333333333333335,-1.8503717077085914e-17,0.0,1.0,4.0,0.0,"r13,InputA,OutputN",4.0,optimal,1
1645,1.0,0.1,-0.09999999999999987,-0.19999999999999973,1.1999999999999995,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r13,InputI,InputI",2.9999999999999996,infeasible,1
1646,1.0,0.1,-0.09999999999999987,-0.19999999999999973,1.1999999999999995,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r13,InputI,OutputX",2.9999999999999996,infeasible,1
1647,1.0,0.6666666666666666,0.0,0.0,1.333333333333333,1.333333333333333,1.3333333333333333,0.9999999999999997,-4.440892098500626e-16,0.33333333333333337,0.3333333333333329,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333315,0.3333333333333335,0.9999999999999998,1.0,0.0,3.9999999999999996,0.0,"r13,InputI,OutputN",3.9999999999999996,optimal,1
1648,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r13,OutputX,OutputX",9.0,infeasible,1
1649,0.9999999999999988,1.0,0.6666666666666666,1.333333333333331,1.999999999999998,3.3333333333333317,3.333333333333332,2.999999999999998,1.0,-0.6666666666666677,0.33333333333333226,-1.7763568394002505e-15,-1.7763568394002505e-15,1.0,0.33333333333333404,0.3333333333333339,0.999999999999997,1.0,1.0,9.999999999999995,0.0,"r13,OutputX,OutputN",9.999999999999995,infeasible,1
1650,0.9999999999999988,1.0,0.6666666666666666,1.333333333333331,1.999999999999998,3.3333333333333317,3.333333333333332,2.999999999999998,1.0,-0.6666666666666677,0.33333333333333226,-1.7763568394002505e-15,-1.7763568394002505e-15,1.0,0.33333333333333404,0.3333333333333339,0.999999999999997,1.0,1.0,9.999999999999995,0.0,"r13,OutputN,OutputN",9.999999999999995,optimal,1
1651,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,outputK,outputK",10.999999999999998,infeasible,1
1652,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,outputK,r14",10.999999999999998,infeasible,1
1653,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,outputK,r15",10.999999999999998,infeasible,1
1654,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,outputK,r16",10.999999999999998,infeasible,1
1655,0.0,0.33333333333333337,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"outputK,outputK,InputA",5.0,optimal,1
1656,1.0,0.33333333333333337,0.0,0.0,1.6666666666666663,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"outputK,outputK,InputI",4.999999999999999,optimal,1
1657,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,outputK,OutputX",10.999999999999998,infeasible,1
1658,1.0,1.0,1.0,2.0,1.9999999999999991,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"outputK,outputK,OutputN",11.999999999999998,infeasible,1
1659,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r14,r14",10.999999999999998,infeasible,1
1660,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r14,r15",10.999999999999998,infeasible,1
1661,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r14,r16",10.999999999999998,infeasible,1
1662,0.0,0.33333333333333337,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"outputK,r14,InputA",5.0,infeasible,1
1663,1.0,0.33333333333333337,0.0,0.0,1.6666666666666663,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"outputK,r14,InputI",4.999999999999999,infeasible,1
1664,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r14,OutputX",10.999999999999998,infeasible,1
1665,1.0,1.0,1.0,2.0,1.9999999999999991,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"outputK,r14,OutputN",11.999999999999998,infeasible,1
1666,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r15,r15",10.999999999999998,infeasible,1
1667,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r15,r16",10.999999999999998,infeasible,1
1668,0.0,0.33333333333333337,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"outputK,r15,InputA",5.0,infeasible,1
1669,1.0,0.33333333333333337,0.0,0.0,1.6666666666666663,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"outputK,r15,InputI",4.999999999999999,infeasible,1
1670,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r15,OutputX",10.999999999999998,infeasible,1
1671,1.0,1.0,1.0,2.0,1.9999999999999991,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"outputK,r15,OutputN",11.999999999999998,infeasible,1
1672,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r16,r16",10.999999999999998,infeasible,1
1673,0.0,0.33333333333333337,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"outputK,r16,InputA",5.0,infeasible,1
1674,1.0,0.33333333333333337,0.0,0.0,1.6666666666666663,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"outputK,r16,InputI",4.999999999999999,infeasible,1
1675,0.9999999999999994,1.0,0.3333333333333333,0.6666666666666655,2.9999999999999996,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.9999999999999987,1.0,1.0,10.999999999999998,1.0,"outputK,r16,OutputX",10.999999999999998,infeasible,1
1676,1.0,1.0,1.0,2.0,1.9999999999999991,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"outputK,r16,OutputN",11.999999999999998,infeasible,1
1677,0.0,0.33333333333333337,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"outputK,InputA,InputA",5.0,optimal,1
1678,0.0,0.1,-0.7666666666666666,-1.5333333333333332,1.2,-0.33333333333333315,-0.3333333333333332,2.220446049250313e-16,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.3333333333333335,1.0,0.0,0.0,-0.9999999999999996,1.0,"outputK,InputA,InputI",-0.9999999999999996,infeasible,1
1679,0.0,0.33333333333333337,0.0,0.0,1.6666666666666667,1.6666666666666665,1.6666666666666667,2.0,1.0,-0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,-0.33333333333333337,-0.33333333333333304,1.0,0.0,1.0,5.0,1.0,"outputK,InputA,OutputX",5.0,infeasible,1
1680,0.0,1.0,0.0,0.0,2.0,2.0,2.0000000000000004,2.0,0.9999999999999994,-1.0,-5.551115123125783e-16,0.0,0.0,0.0,-5.551115123125783e-16,8.881784197001252e-16,0.0,0.0,1.0,6.000000000000001,0.0,"outputK,InputA,OutputN",6.000000000000001,optimal,1
1681,1.0,0.33333333333333337,0.0,0.0,1.6666666666666667,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"outputK,InputI,InputI",4.999999999999999,optimal,1
1682,1.0,0.33333333333333337,0.0,0.0,1.6666666666666667,1.6666666666666663,1.6666666666666665,1.9999999999999996,-2.9605947323337506e-16,0.6666666666666666,0.6666666666666663,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333326,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"outputK,InputI,OutputX",4.999999999999999,infeasible,1
1683,1.0,1.0,0.0,0.0,2.0,1.9999999999999998,2.0,1.9999999999999998,4.440892098500626e-16,0.0,4.440892098500626e-16,-2.220446049250313e-16,-2.220446049250313e-16,0.0,6.661338147750939e-16,-8.881784197001252e-16,0.9999999999999998,1.0,0.0,5.999999999999999,0.0,"outputK,InputI,OutputN",5.999999999999999,optimal,1
1684,0.9999999999999997,1.0,0.3333333333333335,0.6666666666666661,2.999999999999999,3.666666666666666,3.6666666666666665,3.999999999999999,1.0000000000000007,-0.3333333333333338,0.6666666666666669,0.9999999999999992,0.9999999999999992,0.0,-0.33333333333333237,-0.3333333333333339,1.999999999999999,1.0,1.0,10.999999999999998,1.0,"outputK,OutputX,OutputX",10.999999999999998,infeasible,1
1685,1.0,1.0,1.0,2.0,2.0,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"outputK,OutputX,OutputN",11.999999999999998,infeasible,1
1686,1.0,1.0,1.0,2.0,2.0,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"outputK,OutputN,OutputN",11.999999999999998,infeasible,1
1687,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r14,r14,r14",9.0,optimal,1
1688,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r14,r14,r15",9.0,optimal,1
1689,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r14,r14,r16",9.0,infeasible,1
1690,0.0,0.1,-0.09999999999999998,-0.19999999999999987,1.2,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-2.7755575615628914e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r14,r14,InputA",3.0000000000000018,optimal,1
1691,1.0000000000000002,0.1,-0.09999999999999987,-0.19999999999999957,1.2,1.0000000000000004,1.0000000000000007,1.0000000000000007,1.4802973661668753e-16,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,2.0000000000000004,1.0,0.0,3.0000000000000018,1.0,"r14,r14,InputI",3.0000000000000018,optimal,1
1692,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r14,r14,OutputX",9.0,infeasible,1
1693,0.9999999999999988,1.0,0.6666666666666669,1.333333333333331,1.9999999999999982,3.3333333333333317,3.333333333333332,2.999999999999998,1.000000000000001,-0.6666666666666682,0.3333333333333329,-1.9984014443252818e-15,-1.9984014443252818e-15,1.0,0.3333333333333349,0.3333333333333339,0.9999999999999968,1.0,1.0,9.999999999999995,0.0,"r14,r14,OutputN",9.999999999999995,infeasible,1
1694,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r14,r15,r15",9.0,optimal,1
1695,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r14,r15,r16",9.0,infeasible,1
1696,0.0,0.1,-0.09999999999999998,-0.19999999999999987,1.2,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-2.7755575615628914e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r14,r15,InputA",3.0000000000000018,optimal,1
