,Relationship,full_community_id_src,name_src,Ar_trg,AtomicNumber_trg,Categorisation_trg,Density_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,MeltingPoint_trg,Series_trg,Specifications_trg,Symbol_trg,Title_trg,full_community_id_trg,name_trg
298,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades'],,,['Borings'],,['Cast iron '],,,"[' to a density of approximately 85 percent', ' briquetted', 'Heated', ' oil and water content under 1 percent']",,"['Briquetted Cast Iron Borings', ' Hot Process']",['229'],['268']
299,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,,['Ingot molds and stools'],,['Cast iron '],,,['Unbroken '],,['Unbroken Ingot Molds and Stools'],['227'],['266']
300,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,,,"[' window weights', 'Malleable and steel parts', ' or burnt cast iron', ' plow points']",,,,,,"['Stove Plate', ' Clean Cast Iron Stove']",['219'],['258']
301,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades'],,,['Borings and drillings '],"['Steel turnings', ' lumps', ' scale', ' corroded or rusty material', ' or chips']",['Cast or malleable iron '],,,"['Nea clean', ' containing not more than 1.5 percent oil']",,['No. 2 Chemical Borings'],['232'],['271']
302,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,,"[' grate bars', ' and miscellaneous burnt iron', 'Stove parts']",,['Burnt cast iron '],,,['May include sash weights or window weights.'],,['Burnt Iron'],['217'],['256']
303,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,,['Hammer block or bases'],,['Cast iron '],,,,,['Hammer Block or Bases'],['216'],['255']
304,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,['Maximum size 2 feet x 3 feet x 5 feet'],['Ingot molds and stools'],,['Cast iron '],,,['Broken '],,['Broken Ingot Molds and Stools'],['226'],['265']
305,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,['Dimensions not over 24 inches x 30 inches and no piece over 150 pounds in weight'],,,['Cast iron '],,,['May include all grades of cast iron except burnt iron.'],,['Mixed Cast'],['218'],['257']
306,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades'],,,['Borings and drillings '],"['Steel turnings', ' lumps', ' scale', ' corroded or rusty material', ' or chips']",['Cast or malleable iron '],,,['Containing not more than 1 percent oil'],,['No. 1 Chemical Borings'],['228'],['267']
307,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,['Charging box size or weighing more than 500 pounds'],,,['Cast iron '],,,['May include cylinders and driving wheel centers. May include steel which does not exceed 10 percent of the casting by weight'],,['Heavy Breakable Cast'],['215'],['254']
308,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,"['Cupola size', ' not over 24 inches x 30 inches', ' and no piece over 150 pounds in weight']","[' including automobile blocks and cast iron parts of agricultural and other machinery', 'Columns', ' plates', ' pipes', ' and castings of a miscellaneous nature']","['Stove plate', ' brake shoes or foreign material', ' burnt iron']",['Cast iron '],,,['Clean '],,['Cupola Cast'],['213'],['252']
309,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades'],,['Not over 60 inches in length or 30 inches in width'],,"[' or stove plate', ' brake shoes', 'Burnt iron']",['Cast iron '],,,"[' suitable for charging into an open hearth furnace without further preparation', 'Clean']",,['Charging Box Cast'],['214'],['253']
310,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap '],,,['Borings and drillings '],"['Steel turnings', ' scale', ' lumps or excessive oil.']",['Cast Iron or malleable iron '],,,['Clean'],,['Iron Borings'],['182'],['223']
311,IS_COMPOSED_OF,698,TIN,,,['Ferrous Scrap '],,['Weighing not less than 75 pounds per cubic foot'],['Cans'],,['Tin'],,,['Compressed to charging box size. Processed through a recognized garbage incinerator. '],,['Incinerator Bundles'],['174'],['215']
312,IS_COMPOSED_OF,699,TERNE,,,['Ferrous Scrap '],,['weighing not less than 75 pounds per cubic foot.'],"[' clippings', 'Plate sheet', ' skeleton ']",,['Terne'],,,"[' to charging box size. (Hand bundles are tightly secured for handling with a magnet.) May include Stanley balls or mandrel wound bundles or skeleton reels', ' tightly secured.', 'Compressed or hand bundled']",,['Terne Plate Bundles'],['175'],['216']
313,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,,"['Turnings', ' drillings', ' screw cuttings']","[' or excessive oil', 'Springy', ' lumps', ' grindings', ' tangled or matted material', ' nonferrous metals in a free state', ' bushy', ' iron borings']",,,,"['Clean. May include any such material whether resulting from crushing', ' or other processes.', ' raking']",,['Shoveling Turnings'],['180'],['221']
314,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,,"[' drillings', ' screw cuttings and borings (iron) ', 'Turnings']","[' or excessive oil', 'Springy', ' lumps', ' grindings', ' tangled or matted material', ' nonferrous metals in a free state', ' bushy', ' iron borings']",,,,"['Clean. May include any such material whether resulting from crushing', ' or other processes.', ' raking']",,['Shoveling Turnings and Iron Borings'],['181'],['222']
315,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,,['Turnings'],,['Steel'],,,,,['Briquetted Steel Turnings'],['186'],['227']
316,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,,['Trunings and borings (iron)'],"[' or excessive oil', ' nonferrous metals in a free state', 'Iron borings', ' scale']",['Wrought Iron or steel'],,,['Clean. May not include badly rusted or corroded stock.'],,['Machine Shop Turnings and Iron Borings'],['179'],['220']
317,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,,['Turnings'],"[' or excessive oil', ' nonferrous metals in a free state', 'Iron borings', ' scale']",['Wrought Iron or steel'],,,['Clean. May not include badly rusted or corroded stock.'],,['Machine Shop Turnings'],['178'],['219']
318,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['1/8 inch or over in thickness and weighing not less than 75 pounds per cubic foot'],,['All metal-coated material'],['Wrought iron and/or steel '],,,['Compressed to charging box size'],,['Bundled No. 1 Steel'],['176'],['217']
319,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['1/8 inch and over in thickness and weighing not less than 75 pounds per cubic foot.'],,"[' except as found on automobiles', 'All coated material']",['Wrought iron and/or steel '],,,"[' may constitute a maximum of 60 percent by weight. (This percent based on makeup of auto body', ' driveshafts', ' chassis', ' burnt or hand stripped', 'Black or galvanized. Compressed to charging box size. Auto body and fender stock', ' and bumpers.)']",,['Bundled No. 2 Steel'],['177'],['218']
320,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Material should have an average density of 60 pounds per cubic foot'],['Clippings or sheets'],,['1000 series carbon steel '],,,,,['Shredded Clippings'],['171'],['212']
321,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Weighing not less than 75 pounds per cubic foot'],,,['Steel'],,,['Old black and galvanized hydraulically compressed to charging box size. May not include tin or lead-coated material or vitreous enameled material.'],,['No. 2 Bundles'],['168'],['209']
322,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Weighing not less than 75 pounds per cubic foot'],,['Other non-metallics'],['Steel'],,,['Scrap compressed to charging box size. Cans may be baled without removal of paper labels. May include up to 5 gallon tin coated containers.'],,['Steel Can Bundles'],['172'],['213']
323,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Weighing not less than 75 pounds per cubic foot. '],['Sheet'],,['Steel'],,,['Compressed to charging box size. May include all coated ferrous scrap not suitable for inclusion in No. 2 bundles'],,['No. 3 Bundles'],['173'],['214']
324,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['1/4 inch and over in thickness. Individual pieces not over 36 x 18 inches (charging box size)'],,,['Wrougt iron and/or steel'],,,['Prepared in a manner to insure compact charging.'],,['No. 1 Heavy Melting Steel 3 feet x 18 inches'],['159'],['201']
325,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Maximum size 36 x18 inches'],,['Sheet iron or thin gauged material'],['Wrougt iron and steel '],,,['Black and galvanized. May include all automobile scrap properly prepared.'],,['No. 2 Heavy Melting Steel 3 feet x 18 inches'],['163'],['205']
326,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['1/4 inch and over in thickness. Individual pieces not over 60 x 18 inches (charging box size)'],,,['Wrougt iron and/or steel'],,,['Prepared in a manner to insure compact charging.'],,['No. 1 Heavy Melting Steel 5 feet x 18 inches'],['160'],['202']
327,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Maximum size 36 x18 inches'],,,['Wrougt iron and steel '],,,['Black and galvanized. May include all automobile scrap properly prepared.'],,['No. 2 Heavy Melting Steel'],['162'],['204']
328,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Maximum size 2 feet by 5 feet'],"[' clippings', ' stampings etc. ', 'Sheet']","[' and electrical sheet containing over 0.5 percent silicon.', ' limed', 'Metal coated', ' vitreous enameled']",['Steel'],,,"[' stampings', 'Clean steel scrap', ' etc.). May not include old auto body and fender stock.', ' sheet clippings', ' including new factory busheling (for example']",,['No. 1 Busheling'],['165'],['207']
329,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Weighing not less than 75 pounds per cubic foot.'],"['Sheet', ' clippings or skeleton ']","[' limed', ' and electrical sheet containing over 0.5 percent silicon', 'Metal coated', ' vitreous enameled']",['Black steel '],,,"[' tightly secured. May include chemically detinned material. May not include old auto body or fender stock.', ' to charging box size. (Hand bundles are tightly secured for handling with a magnet.) May include Stanley balls or mandrel wound bundles or skeleton reels', 'Compressed or hand bundled']",,['No. 1 Bundles'],['167'],['208']
330,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Average density 70 pounds per cubic foot.'],,,['Iron and Steel '],,,"['Homogeneous', ' unprepared No. 1 and No. 2 steel', ' originating from automobiles', ' miscellaneous baling and sheet scrap.', ' magnetically separated']",,['Shredded Scrap'],['170'],['211']
331,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['1/4 inch and over in thickness. Individual pieces not over 60 x 24 inches (charging box size)'],,,['Wrougt iron and/or steel'],,,['Prepared in a manner to insure compact charging.'],,['No. 1 Heavy Melting Steel'],['158'],['200']
332,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Maximum size 60 x18 inches'],,['Sheet iron or thin gauged material'],['Wrougt iron and steel '],,,['Black and galvanized. May include all automobile scrap properly prepared.'],,['No. 2 Heavy Melting Steel 5 feet x 18 inches'],['164'],['206']
333,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['Average density 50 pounds per cubic foot.'],,,['Iron and Steel '],,,"['Homogeneous', ' unprepared No. 1 and No. 2 steel', ' originating from automobiles', ' miscellaneous baling and sheet scrap.', ' magnetically separated']",,['Shredded Scrap'],['169'],['210']
334,IS_COMPOSED_OF,700,STEEL,,,['Ferrous Scrap '],,['1/8 inch and over in thickness'],,,['Wrougt iron and steel '],,,['Black and galvanized. Charging box size to include material not suitable as No. 1 heavy melting steel. Prepared in a manner to insure compact charging.'],,['No. 2 Heavy Melting Steel'],['161'],['203']
335,IS_COMPOSED_OF,701,STAINLESS STEEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Turnings'],"[' oil and other contaminants.', ' nonmetallics', 'Nonferrous metals', ' excessive iron']",['Stainless Steel'],,,['Consist of clean 18-8 type stainless steel turnings containing a minimum 7% nickel and 16% chrome'],,['Stainless Steel Turnings'],['142'],['Ultra']
336,IS_COMPOSED_OF,701,STAINLESS STEEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Clips and Solids '],['Harmful contaminants'],['Stainless Steel'],,,"[' .50% copper', 'Consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel', ' and have a maximum of .50% molybdenum', ' and .03% sulfur', ' 16% chrome', ' .045% phosphorous']",,['Stainless Steel Scrap'],['141'],['Sabot']
337,IS_COMPOSED_OF,701,STAINLESS STEEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Scrap Solids '],['Foreign attachments and other contamination.'],['Stainless Steel'],,,"['Consist of all types of clean AISI Series Stainless Steel Scrap Solids', ' which contain a maximum of .5% copper']",,['200 Series Stainless Steel Scrap Solids'],['140'],['Pekoe']
338,IS_COMPOSED_OF,702,IRON,,,['Ferrous Scrap '],,,"[' drillings', ' screw cuttings and borings (iron) ', 'Turnings']","[' or excessive oil', 'Springy', ' lumps', ' grindings', ' tangled or matted material', ' nonferrous metals in a free state', ' bushy', ' iron borings']",,,,"['Clean. May include any such material whether resulting from crushing', ' or other processes.', ' raking']",,['Shoveling Turnings and Iron Borings'],['181'],['222']
339,IS_COMPOSED_OF,702,IRON,,,['Ferrous Scrap '],,,['Borings'],,['Iron'],,,,,['Briquetted Iron Borings'],['185'],['226']
340,IS_COMPOSED_OF,702,IRON,,,['Ferrous Scrap '],,,['Trunings and borings (iron)'],"[' or excessive oil', ' nonferrous metals in a free state', 'Iron borings', ' scale']",['Wrought Iron or steel'],,,['Clean. May not include badly rusted or corroded stock.'],,['Machine Shop Turnings and Iron Borings'],['179'],['220']
341,IS_COMPOSED_OF,702,IRON,,,['Ferrous Scrap '],,['Average density 70 pounds per cubic foot.'],,,['Iron and Steel '],,,"['Homogeneous', ' unprepared No. 1 and No. 2 steel', ' originating from automobiles', ' miscellaneous baling and sheet scrap.', ' magnetically separated']",,['Shredded Scrap'],['170'],['211']
342,IS_COMPOSED_OF,702,IRON,,,['Ferrous Scrap '],,['Average density 50 pounds per cubic foot.'],,,['Iron and Steel '],,,"['Homogeneous', ' unprepared No. 1 and No. 2 steel', ' originating from automobiles', ' miscellaneous baling and sheet scrap.', ' magnetically separated']",,['Shredded Scrap'],['169'],['210']
343,IS_COMPOSED_OF,703,MAGNESIUM,,,['Nonferrous Scrap - Magnesium'],,,['Clips'],"[' aluminum', ' foreign attachments', ' zinc flashings and excessive oild and grease', 'Copper']",['Magnesium '],,,"[' be in crucible size ', 'Clean']",,['Magnesium Clips'],['111'],['Wafer']
344,IS_COMPOSED_OF,703,MAGNESIUM,,,['Nonferrous Scrap - Magnesium'],,,['Engraver plates '],"[' foreign attachments', ' zinc', ' and electrotype plates', ' aluminum', 'Copper']",['Magnesium '],,,['Clean '],,['Magnesium Engraver Plates'],['113'],['Wine']
345,IS_COMPOSED_OF,703,MAGNESIUM,,,['Nonferrous Scrap - Magnesium'],,,['Dockboards'],['Foreign attachments'],['Magnesium '],,,"[' cut or broken ', 'Clean']",,['Magnesium Dockboards'],['114'],['Wood']
346,IS_COMPOSED_OF,703,MAGNESIUM,,,['Nonferrous Scrap - Magnesium'],,,"[' transmission casings', ' extrusions and sheet', 'Castings', ' engine blocks', ' bomber and car wheels']","[' hollow castings and explosives ', ' anodes', ' copper insers foreign attachments', 'Brass']",['Magnesium '],,,,,['Magnesium Scrap'],['112'],['Walnut']
347,IS_COMPOSED_OF,703,MAGNESIUM,,,['Nonferrous Scrap - Magnesium'],,,['Turnings'],,['Magnesium '],,,,,['Magnesium Turnings'],['115'],['World']
348,IS_COMPOSED_OF,704,NICKEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' other solids ', ' tube', ' bar', ' plate', 'Sheet']","[' soldered', ' foreign attachments', ' or any other contamination.', ' other metallic coating', 'Castings', ' brazed', ' sweated', ' or painted material']",,,,['Old and/or new. Material to contain a minimum of 98% nickel; Copper maximum 0.50%.'],,['Old Nickel Scrap'],['127'],['Burly']
349,IS_COMPOSED_OF,704,NICKEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' other solids ', ' tube', ' bar', ' plate', 'Sheet']","['Castings', ' as well as any foreign attachments or other contamination.']",['Wrought nickel '],,,['Clean. Nickel minimum 99%; Cobalt maximum 0.25%; Copper maximum 0.50%.'],,['New Nickel Scrap'],['126'],['Aroma']
350,IS_COMPOSED_OF,705,CUPRO NICKEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' or borings', 'Spinnings', ' turnings']",,['Cupro nickel '],,,"[' 90/10 cupro nickel spinnings', ' 80/20', ' segregated (normally accepted analysis grades) either 70/30', ' or borings.', ' turnings', 'Clean']",,"['Cupro Nickel Spinnings', ' Turnings', ' Borings']",['130'],['Decoy']
351,IS_COMPOSED_OF,705,CUPRO NICKEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Solids '],['Trimmed seams and edges and all other contamination.'],['Cupro nickel '],,,"[' soldered', ' 80/20', ' 90/10 cupro nickel solids', ' or sweated material.', 'Consist of segregated (normally accepted analysis grades) either 70/30', ' brazed']",,['Soldered Cupro Nickel Solids'],['131'],['Delta']
352,IS_COMPOSED_OF,705,CUPRO NICKEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' pipe', 'Tube', ' plate or other wrought solids ', ' sheet']",['Foreign attachments or any other contamination'],['Cupro nickel '],,,"[' or 90/10 cupro nickel tube', ' pipe', ' 80/20', ' segregated (normally accepted analysis grades) either 70/30', ' or other wrought solid forms.', ' plate', ' sheet', ' new', 'Clean']",,['New Cupro Nickel Clips and Solids'],['128'],['Dandy']
353,IS_COMPOSED_OF,705,CUPRO NICKEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' pipe', 'Tube', ' plate or other wrought solids ', ' sheet']",['Foreign attachments and all other contamination.'],['Cupro nickel '],,,"[' pipe', ' 90/10 cupro nickel tube', ' 80/20', ' segregated (normally accepted analysis grades) either 70/30', ' and/or new', ' plate', 'Old', ' or other wrought solid forms. Maximum 2% sediment allowable.', ' sheet']",,['Cupro Nickel Solids'],['129'],['Daunt']
354,IS_COMPOSED_OF,706,NICKEL-COPPER,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' plating racks', ' hangers)', 'Miscellaneous scrap (e.g. peelings']",,['Copper/Nickel '],,,"['Consist of miscellaneous scrap in which the basic elements', ' and all nickel and copper in attached or combined form. In all cases', ' by weight', ' such as copper nickel peelings', ' and hangers', ' miscellaneous nickel copper scrap should be sold by description and analysis.', ' are nickel and copper', ' plating racks']",,['null'],['132'],['Depth']
355,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Castings'],['Foreign attachments or any other contamination'],['Monel '],,,"[' assaying minimum 60% nickel.', 'Shall consist of various types of clean Monel castings']",,['Monel Castings'],['138'],['Lemon']
356,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Turnings'],,['Monel '],,,"[' on a dry basis.', 'Shall consist of mixed Monel turnings and borings containing a minimum of 60% nickel content']",,['Monel Turnings'],['139'],['Lemur']
357,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Solids and Clippings'],['Foreign attachments or all other contamination.'],['R-Monel/K-Monel'],,,"['New', ' clean R and K-monel solids and clippings ']",,['New Mixed Monel Solids and Clippings'],['134'],['House']
358,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' pipe', ' screen and wire cloth)', ' forgings', 'Solids (e.g. sheet', ' plate', ' rods']","[' foreign attachments', ' or sweated material', ' welded', ' brazed', 'Soldered', ' cast material', ' and all other contamination']",['R-Monel/K-Monel'],,,['Clean'],,['Old Monel Sheet and Solids'],['135'],['Ideal']
359,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Solids'],"[' non-metallic filling', ' foreign attachments', 'Trimmed seams and edges', ' and all other contamination.']",['Monel '],,,['Consist of soldered and/or brazed miscellaneous grades of Monel alloys in either wrought or cast form.'],,['Soldered Monel Sheet and Solids'],['137'],['Junto']
360,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Solids'],,['K-Monel'],,,['Clean '],,['K-Monel Solids'],['136'],['Indian']
361,IS_COMPOSED_OF,707,MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' pipe', ' tube', ' bar', ' rod', ' other wrought scrap ', ' plate', 'Sheet']",['Foreign attachments or all other contamination.'],['R-Monel'],,,"[' pipe', ' tube', ' bar', ' rod', ' or any other wrought scrap. ', ' plate', ' R-Monel sheet', ' new', 'Clean']",,['New R-Monel Clippings and Solids'],['133'],['Hitch']
362,IS_COMPOSED_OF,708,R-MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,"[' pipe', ' tube', ' bar', ' rod', ' other wrought scrap ', ' plate', 'Sheet']",['Foreign attachments or all other contamination.'],['R-Monel'],,,"[' pipe', ' tube', ' bar', ' rod', ' or any other wrought scrap. ', ' plate', ' R-Monel sheet', ' new', 'Clean']",,['New R-Monel Clippings and Solids'],['133'],['Hitch']
363,IS_COMPOSED_OF,709,K-MONEL,,,['Nonferrous Scrap - Nickel/Stainless/Hi Temp'],,,['Solids'],,['K-Monel'],,,['Clean '],,['K-Monel Solids'],['136'],['Indian']
